seed file num_of_enrolls n_pairs pairs.shape[0] thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

87 1711723187 1 630436 630436 -75.28321565545252 0.41684639842958376 -0.34171625563556063 0.11605642571493005
87 1711723187 1 630436 630436 -73.09510362398339 0.41942961238290966 -0.4333301868473427 0.12625349007848902
87 1711723187 1 630436 630436 -74.49562835692689 0.41056187484316486 -0.44025782209519093 0.12090838921164726
87 1711723187 1 630436 630436 -72.76078813885215 0.41503822807246027 -0.3164143514929947 0.11980379326664992
87 1711723187 1 630436 630436 -72.92964414891162 0.41093589690649607 -0.39308593389250746 0.12363612973721574

87 1711723187 2 630436 1260872 -75.09740578446718 0.41925808634112716 -0.297880502289388 0.08330527506106647
87 1711723187 2 630436 1260872 -73.70690659268752 0.39560734512627804 -0.35347094820707525 0.08327509918334548
87 1711723187 2 630436 1260872 -73.04056108773369 0.40658818820853754 -0.285200149846105 0.08202359435996964
87 1711723187 2 630436 1260872 -74.0890158340431 0.4081493928295762 -0.2200882848018182 0.08063232757662289
87 1711723187 2 630436 1260872 -73.95655342195579 0.40767213750035736 -0.3613859714035357 0.08565264070694141

87 1711723187 3 630436 1891308 -75.95886563629745 0.4118395850340352 -0.15757295137704355 0.06429367799479704
87 1711723187 3 630436 1891308 -74.48489863403363 0.4055074153248989 -0.20954024534895174 0.06647904682343299
87 1711723187 3 630436 1891308 -74.9143892717791 0.40804139495141684 -0.37763593913041404 0.0757827463860416
87 1711723187 3 630436 1891308 -74.05326224364917 0.40835744756544196 -0.251142843668769 0.07038285247807484
87 1711723187 3 630436 1891308 -75.61422750744457 0.40540100565083015 -0.25438745054043466 0.06782584389224354

87 1711723187 4 630436 2521744 -75.30383001066454 0.41164582413498463 -0.35362874662905597 0.06919328761423155
87 1711723187 4 630436 2521744 -73.23440980427972 0.3930844829283942 -0.3603907250027589 0.06814110240422336
87 1711723187 4 630436 2521744 -76.17259085663198 0.41295132789744016 -0.240629626815263 0.0599094406027552
87 1711723187 4 630436 2521744 -74.25221554262305 0.40761337394900593 -0.2318118487207812 0.06294211631371477
87 1711723187 4 630436 2521744 -75.23658835523713 0.40913804987596125 -0.1842806032919384 0.0594671257635291

87 1711723187 5 630436 3152180 -73.83229340972062 0.4019172799781463 -0.19973021915882327 0.056856118238618136
87 1711723187 5 630436 3152180 -73.54026476626825 0.40176322418136023 -0.13547130747615482 0.05435628500004766
87 1711723187 5 630436 3152180 -73.46805282724253 0.4016695201400161 -0.22830139368618346 0.059424244253083486
87 1711723187 5 630436 3152180 -75.28002090054493 0.40778887050101487 -0.26760010405823775 0.059083574475654405
87 1711723187 5 630436 3152180 -75.74169230608081 0.41433385955828866 -0.4036251750569136 0.06770752268749544

87 1711723187 6 630436 3782616 -74.65760194080885 0.40692171106755903 -0.3079589407559335 0.05941947964081175
87 1711723187 6 630436 3782616 -74.14492717455641 0.408236744054558 -0.28684731097293553 0.05923207155812349
87 1711723187 6 630436 3782616 -74.90119982941792 0.4079397498896198 -0.2603158391526866 0.05637489239917286
87 1711723187 6 630436 3782616 -75.60281417966094 0.4011358835655817 -0.24721334358414046 0.05416967101940469
87 1711723187 6 630436 3782616 -73.00569988754283 0.40454734595214425 -0.2175057138184684 0.057358784833286235

87 1711723187 7 630436 4413052 -74.05210458976508 0.39928006708574076 -0.30810858665006435 0.05650512513460029
87 1711723187 7 630436 4413052 -73.88103479953925 0.4055399735087558 -0.2781740707059969 0.05671715038069252
87 1711723187 7 630436 4413052 -73.95969090089406 0.40020519596850274 -0.2632650947861066 0.05449525285797328
87 1711723187 7 630436 4413052 -75.4477320967111 0.41857992319445014 -0.37402990064505764 0.061579437203998486
87 1711723187 7 630436 4413052 -74.18183533833879 0.40168699038501243 -0.34225566034550475 0.058027418755419766

87 1711723187 8 630436 5043488 -74.32412424756613 0.40283446784045535 -0.3049533164770253 0.056394744950305095
87 1711723187 8 630436 5043488 -74.80575971799676 0.4028916431877162 -0.16567774530031443 0.05009830983320682
87 1711723187 8 630436 5043488 -75.51428384071401 0.41281156593746926 -0.37653608531360305 0.057747100733432644
