seed seed_eval num_of_speakers n_pairs thresholds_ig eer_ignorant thresholds_lz eer_lazy-informed

60 200 50 2500 -63.05789839110214 0.24897959183673468 -3.9073689489231587 0.1383673469387755
60 200 50 2500 -59.90345725825832 0.26204081632653065 -3.805989319439207 0.15530612244897962
60 200 50 2500 -54.264491792274434 0.2469387755102041 -2.6555422046853647 0.1359183673469388
60 200 50 2500 -66.4876120977759 0.2836734693877551 -3.8460375510558897 0.12244897959183673
60 200 50 2500 -58.89602297887548 0.2806122448979592 -4.483678466538798 0.21857142857142856
 
60 200 100 10000 -60.741895484413554 0.29959595959595964 -3.7110383382581444 0.16121212121212122
60 200 100 10000 -62.512304920737876 0.2717171717171717 -3.22794049189918 0.12090909090909091
60 200 100 10000 -58.211782522490935 0.2629292929292929 -3.4406692843221043 0.14176767676767676
60 200 100 10000 -60.66347795022648 0.2516161616161616 -3.231117463126291 0.12070707070707071
60 200 100 10000 -60.16268802790893 0.30000000000000004 -3.841464631101372 0.17898989898989903
 
60 200 150 22500 -60.17057339762621 0.285324384787472 -3.695876160262929 0.14706935123042503
60 200 150 22500 -57.619115606338816 0.271744966442953 -2.8970322250750513 0.12069351230425056
60 200 150 22500 -60.569344362296285 0.27297539149888145 -3.7847697176281496 0.14355704697986577
60 200 150 22500 -60.246441377292136 0.2856152125279642 -4.007072278069849 0.17872483221476512
60 200 150 22500 -62.676148808292204 0.2987248322147651 -3.7848040863306758 0.15425055928411632
 
60 200 200 40000 -63.58142486769564 0.30915829145728646 -3.823116447374114 0.162248743718593
60 200 200 40000 -60.96559057872461 0.2891331658291457 -3.5760728720971797 0.14585427135678392
60 200 200 40000 -58.59966750652973 0.264321608040201 -3.684871726718923 0.15704773869346733
60 200 200 40000 -63.86136937575523 0.26972361809045226 -3.6686005738899565 0.14123115577889447
60 200 200 40000 -63.76186039855996 0.298856783919598 -3.7216141341305673 0.1499748743718593
 
60 200 250 62500 -59.00773266594367 0.28192771084337354 -3.543363759946371 0.15639357429718875
60 200 250 62500 -61.24706587587884 0.2836867469879518 -3.4642361286169727 0.14073895582329318
60 200 250 62500 -61.406070563614385 0.2918072289156627 -3.602446527269405 0.163710843373494
60 200 250 62500 -61.31689033701462 0.28839357429718876 -3.685021227921135 0.15952610441767068
60 200 250 62500 -60.53191142072793 0.28032128514056226 -3.325802758602414 0.14048995983935744
 
60 200 300 90000 -60.69354021841541 0.27584726867335563 -3.4922669345579553 0.14748606465997766
60 200 300 90000 -63.00124025971161 0.2958361204013378 -3.7751403114314748 0.1590746934225195
60 200 300 90000 -60.900234198331354 0.27299888517279824 -3.718858003052902 0.1496321070234114
60 200 300 90000 -61.034352286099235 0.2735897435897436 -3.7888325086249264 0.16006131549609812
60 200 300 90000 -59.71997270856979 0.26681159420289857 -3.5786758951631836 0.1554626532887402
 
60 200 350 122500 -59.87403922895388 0.2738886614817847 -3.6853332389701707 0.15182153090462547
60 200 350 122500 -61.7815804439328 0.2573065902578796 -3.481279140294786 0.14601719197707735
60 200 350 122500 -61.63361919435072 0.2877936962750717 -4.007136629158717 0.18036839950880068
60 200 350 122500 -61.12496540059646 0.2802374130167826 -3.7989074054175784 0.16629553827261562
60 200 350 122500 -61.38789427900854 0.27879656160458455 -3.3384860674889922 0.1544330740892345
 
60 200 400 160000 -62.496830396396106 0.2823840852130326 -3.622482673733276 0.15501253132832082
60 200 400 160000 -62.86826191619405 0.28481203007518796 -3.4772092755416932 0.14797305764411026
60 200 400 160000 -60.79356770810099 0.2970050125313283 -3.726567709998668 0.15737155388471175
60 200 400 160000 -60.817626651913834 0.282640977443609 -3.6847128344926787 0.16734649122807016
60 200 400 160000 -60.37853571538987 0.28959273182957396 -3.723908862104621 0.15188596491228068
 
